bin_name,completeness,contamination,group,coding_density,contig_N50,average_gene_length,genome_size,GC_content,total_coding_sequences,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",msa_percent,translation_table,red_value,warnings
Tuerk_Half_DAS_TuerkHalves_bin.76,94.94,3.16,1_good_quality,0.882,18158,273.9732866,3445273,0.62,3706,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_013868135.1, s__Paracoccus sp013868135, 95.0, 81.42, 0.619; GCF_011308835.1, s__Paracoccus xiamenensis, 95.0, 81.38, 0.604; GCF_900101865.1, s__Paracoccus isoporae, 95.0, 80.91, 0.564; GCF_002865605.1, s__Paracoccus jeotgali, 95.0, 80.79, 0.533; GCF_007993065.1, s__Paracoccus aurantiacus, 95.0, 80.23, 0.545; GCA_005768755.1, s__Paracoccus denitrificans_B, 95.0, 80.23, 0.524; GCF_003337565.1, s__Paracoccus lutimaris, 95.0, 79.82, 0.499; GCF_018860165.1, s__Paracoccus sp018860165, 95.0, 79.64, 0.485; GCF_003709565.1, s__Paracoccus siganidrum, 95.0, 79.55, 0.502; GCF_008824185.1, s__Paracoccus pantotrophus, 95.0, 79.55, 0.484; GCF_000763905.1, s__Paracoccus halophilus, 95.0, 79.5, 0.477; GCF_002847445.1, s__Paracoccus zhejiangensis, 95.0, 79.48, 0.497; GCF_000518925.1, s__Paracoccus sp000518925, 95.0, 79.44, 0.496; GCF_016446475.1, s__Paracoccus binzhouensis, 95.0, 79.41, 0.476; GCA_018056045.1, s__Paracoccus sp018056045, 95.0, 79.35, 0.391; GCF_900156255.1, s__Paracoccus thiocyanatus, 95.0, 79.33, 0.44; GCF_900005615.1, s__Paracoccus aminovorans, 95.0, 79.28, 0.467; GCF_001546115.1, s__Paracoccus aminovorans_B, 95.0, 79.28, 0.483; GCF_001447385.1, s__Paracoccus sp001447385, 95.0, 79.28, 0.485; GCF_000763885.1, s__Paracoccus versutus, 95.0, 79.27, 0.48; GCF_009711265.1, s__Paracoccus sp009711265, 95.0, 79.27, 0.431; GCF_007096355.1, s__Paracoccus sp007096355, 95.0, 79.27, 0.46; GCF_009711185.1, s__Paracoccus limosus, 95.0, 79.26, 0.454; GCF_900110285.1, s__Paracoccus alcaliphilus, 95.0, 79.18, 0.467; GCF_900100045.1, s__Paracoccus denitrificans, 95.0, 79.09, 0.493; GCF_009711205.1, s__Paracoccus litorisediminis, 95.0, 78.95, 0.431; GCF_900631945.1, s__Paracoccus haematequi, 95.0, 78.89, 0.418; GCF_007830335.1, s__Paracoccus sulfuroxidans, 95.0, 78.85, 0.423; GCF_016629665.1, s__Paracoccus caeni, 95.0, 78.84, 0.423; GCF_009696685.1, s__Paracoccus sp009696685, 95.0, 78.83, 0.358; GCF_003007735.2, s__Paracoccus marinus_A, 95.0, 78.82, 0.41; GCF_003594815.1, s__Paracoccus aestuarii, 95.0, 78.78, 0.391; GCF_004522175.1, s__Paracoccus ravus, 95.0, 78.77, 0.411; GCF_003285265.1, s__Paracoccus mutanolyticus, 96.0533, 78.76, 0.402; GCF_000622145.1, s__Paracoccus yeei, 96.0533, 78.75, 0.422; GCF_900111675.1, s__Paracoccus homiensis, 95.0, 78.72, 0.392; GCF_900142875.1, s__Paracoccus solventivorans, 95.0, 78.65, 0.387; GCF_017315735.1, s__Paracoccus sp017315735, 95.0, 78.59, 0.418; GCF_017744015.1, s__Paracoccus sp002732665, 95.0, 78.58, 0.385; GCF_004335005.1, s__Paracoccus sp004335005, 95.0, 78.58, 0.402; GCA_002294185.1, s__Paracoccus sp002294185, 95.0, 78.57, 0.388; GCF_018860625.1, s__Paracoccus sp018860625, 95.0, 78.57, 0.356; GCF_014642735.1, s__Paracoccus acridae, 95.0, 78.57, 0.382; GCF_004683865.2, s__Paracoccus liaowanqingii, 95.0, 78.57, 0.399; GCF_005048225.1, s__Paracoccus gahaiensis, 95.0, 78.56, 0.399; GCF_004310345.1, s__Paracoccus subflavus, 95.0, 78.52, 0.339; GCF_000420145.1, s__Paracoccus zeaxanthinifaciens, 95.0, 78.51, 0.372; GCF_003697785.1, s__Paracoccus alkanivorans, 95.0, 78.51, 0.383; GCF_009711225.1, s__Paracoccus aestuariivivens, 95.0, 78.49, 0.353; GCF_900188295.1, s__Paracoccus sediminis, 95.0, 78.48, 0.349; GCF_009708075.1, s__Paracoccus lichenicola, 95.0, 78.47, 0.39; GCF_000763805.1, s__Paracoccus sphaerophysae, 95.0, 78.47, 0.384; GCF_005048265.1, s__Paracoccus hibiscisoli, 95.0, 78.45, 0.382; GCF_002847305.1, s__Paracoccus sp002847305, 95.0, 78.45, 0.382; GCF_003259195.1, s__Paracoccus sediminilitoris, 95.0, 78.4, 0.353; GCF_009301415.1, s__Paracoccus kondratievae, 95.0, 78.4, 0.363; GCF_016919705.1, s__Paracoccus sp002359815, 95.0, 78.4, 0.393; GCF_014656455.1, s__Paracoccus aerius, 95.0, 78.39, 0.395; GCF_000444995.1, s__Paracoccus aminophilus, 95.0, 78.35, 0.408; GCF_019061185.1, s__Paracoccus sp019061185, 95.0, 78.35, 0.363; GCF_900108405.1, s__Paracoccus alkenifer, 95.0, 78.33, 0.381; GCF_900102505.1, s__Paracoccus tibetensis, 95.0, 78.32, 0.384; GCF_003056335.1, s__Paracoccus indicus, 95.0, 78.32, 0.36; GCF_006151785.1, s__Paracoccus marcusii, 95.0, 78.29, 0.329; GCF_002287065.1, s__Paracoccus salipaludis, 95.0, 78.28, 0.344; GCF_900182695.1, s__Paracoccus laeviglucosivorans, 95.0, 78.28, 0.383; GCA_900156835.1, s__Paracoccus saliphilus, 95.0, 78.28, 0.365; GCF_017356265.1, s__Paracoccus fontiphilus, 95.0, 78.27, 0.385; GCF_002105555.1, s__Paracoccus contaminans, 95.0, 78.25, 0.355; GCA_003255745.1, s__Paracoccus saliphilus_A, 95.0, 78.23, 0.335; GCF_004522155.1, s__Paracoccus luteus, 95.0, 78.22, 0.35; GCF_900199195.1, s__Paracoccus seriniphilus, 95.0, 78.19, 0.357; GCF_900106665.1, s__Paracoccus sanguinis, 95.0, 78.14, 0.369; GCF_014490725.1, s__Paracoccus amoyensis, 95.0, 78.14, 0.3; GCF_900102885.1, s__Paracoccus chinensis, 95.0, 78.11, 0.337; GCF_016617715.1, s__Paracoccus sp014164625, 95.0, 78.05, 0.33; GCF_000787695.1, s__Paracoccus sp000787695, 95.0, 78.04, 0.31; GCF_003286075.1, s__Paracoccus endophyticus, 95.0, 77.99, 0.345; GCF_007018965.1, s__Paracoccus marinus, 95.0, 77.92, 0.313; GCF_004923205.2, s__Paracoccus aeridis, 95.0, 77.86, 0.303; GCF_003591515.1, s__Paracoccus sp003591515, 95.0, 77.85, 0.311; GCA_003240735.1, s__Paracoccus denitrificans_A, 95.0, 77.79, 0.248; GCA_016869875.1, s__Paracoccus sp016869875, 95.0, 77.7, 0.254; GCF_009674885.1, s__Paracoccus sp009674885, 95.0, 77.68, 0.298; GCF_003324675.1, s__Paracoccus suum, 95.0, 77.59, 0.321; GCF_003590715.1, s__Paracoccus sp003590715, 95.0, 77.39, 0.275",87.97,11,0.98273,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
old_originals_METABAT__424-contigs,92.16,3.43,1_good_quality,0.917,29515,304.839064,2084114,0.69,2094,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_015278255.1, s__Microbacterium hibisci, 95.0, 80.78, 0.653; GCF_015277855.1, s__Microbacterium sp015277855, 95.0, 80.68, 0.692; GCF_014779795.1, s__Microbacterium helvum, 95.0, 80.66, 0.674; GCF_001422925.1, s__Microbacterium sp001422925, 95.0, 80.65, 0.682; GCF_014208045.1, s__Microbacterium thalassium, 95.0, 80.61, 0.655; GCF_013409785.1, s__Microbacterium immunditiarum, 95.0, 80.6, 0.673; GCF_000380605.1, s__Microbacterium sp000380605, 95.0, 80.6, 0.692; GCF_014873155.1, s__Microbacterium sp014873155, 95.0, 80.56, 0.668; GCF_004010105.1, s__Microbacterium sp004010105, 95.0, 80.52, 0.502; GCF_017831975.1, s__Microbacterium terrae, 95.0, 80.51, 0.671; GCF_003386735.1, s__Microbacterium trichothecenolyticum_A, 95.0, 80.47, 0.705; GCF_006783905.1, s__Microbacterium kyungheense, 95.0, 80.44, 0.676; GCF_018588945.1, s__Microbacterium flavescens, 95.0, 80.43, 0.648; GCF_016907815.1, s__Microbacterium aurum, 95.0, 80.41, 0.634; GCF_012524205.1, s__Microbacterium sp012524205, 95.0, 80.39, 0.676; GCF_009858275.1, s__Microbacterium sp009858275, 95.0, 80.37, 0.687; GCF_000956465.1, s__Microbacterium trichothecenolyticum, 95.0, 80.35, 0.692; GCF_014837165.1, s__Microbacterium sp014837165, 95.0, 80.34, 0.661; GCF_003651225.1, s__Microbacterium telephonicum, 95.0, 80.34, 0.608; GCF_000422405.1, s__Microbacterium luticocti, 95.0, 80.34, 0.645; GCF_900155915.1, s__Microbacterium sp900155915, 95.0, 80.34, 0.661; GCF_006715675.1, s__Microbacterium sp006715675, 95.0, 80.33, 0.642; GCF_003931875.1, s__Microbacterium sp003931875, 95.0, 80.33, 0.602; GCF_015278315.1, s__Microbacterium ureisolvens, 95.0, 80.32, 0.668; GCF_013282805.1, s__Microbacterium hominis_B, 95.0, 80.28, 0.645; GCF_011759705.1, s__Microbacterium ulmi, 95.0, 80.28, 0.629; GCF_010634855.1, s__Microbacterium sp010634855, 95.0, 80.27, 0.663; GCF_001314225.1, s__Microbacterium sp001314225, 95.0, 80.27, 0.64; GCF_005502885.1, s__Microbacterium sp005502885, 95.0, 80.26, 0.658; GCF_015277815.1, s__Microbacterium sp015277815, 95.0, 80.24, 0.652; GCF_003999995.1, s__Microbacterium sp003999995, 95.0, 80.23, 0.655; GCF_016807485.1, s__Microbacterium sp016807485, 95.0, 80.23, 0.424; GCF_013409015.1, s__Microbacterium sp013409015, 95.0, 80.18, 0.618; GCA_003248655.1, s__Microbacterium sp003248655, 95.0, 80.16, 0.554; GCF_011046485.1, s__Microbacterium sp011046485, 95.0, 80.15, 0.62; GCF_014836535.1, s__Microbacterium sp014836535, 95.0, 80.15, 0.597; GCF_900292075.1, s__Microbacterium timonense, 95.0, 80.12, 0.637; GCF_015278355.1, s__Microbacterium yannicii_B, 95.0, 80.1, 0.663; GCF_000956535.1, s__Microbacterium ginsengisoli, 95.0, 80.08, 0.533; GCF_001427145.1, s__Microbacterium sp001427145, 95.0, 80.08, 0.623; GCF_009649635.1, s__Microbacterium sp009649635, 95.0, 80.05, 0.604; GCF_000304335.1, s__Microbacterium yannicii_A, 95.0, 80.01, 0.64; GCF_017876655.1, s__Microbacterium imperiale, 95.0, 80.0, 0.581; GCF_003991875.1, s__Microbacterium lemovicicum, 95.0, 79.99, 0.632; GCF_016907635.1, s__Microbacterium insulae, 95.0, 79.98, 0.642; GCF_012847295.1, s__Microbacterium sp012847295, 95.0, 79.98, 0.629; GCF_001426925.1, s__Microbacterium sp001426925, 95.0, 79.98, 0.549; GCF_013408285.1, s__Microbacterium sp013408285, 95.0, 79.98, 0.624; GCF_007992455.1, s__Microbacterium saccharophilum, 95.0, 79.98, 0.612; GCF_004362195.1, s__Microbacterium sp004362195, 95.0, 79.96, 0.612; GCF_001984105.1, s__Microbacterium sp001984105, 95.0, 79.95, 0.56; GCF_001428485.1, s__Microbacterium sp001428485, 95.0, 79.94, 0.613; GCF_900156455.1, s__Microbacterium sp900156455, 95.0, 79.91, 0.543; GCA_900078385.1, s__Microbacterium sp900078385, 95.0, 79.91, 0.57; GCF_001644225.1, s__Microbacterium oleivorans_A, 95.0, 79.89, 0.554; GCF_000799385.1, s__Microbacterium sp000799385, 95.0, 79.89, 0.586; GCF_001427525.1, s__Microbacterium sp001427525, 95.0, 79.88, 0.644; GCF_008727775.1, s__Microbacterium lushaniae, 95.0, 79.87, 0.576; GCF_902706225.1, s__Microbacterium sp902706225, 95.0, 79.83, 0.579; GCF_004564355.1, s__Microbacterium wangchenii, 95.0, 79.81, 0.604; GCF_008017415.1, s__Microbacterium hatanonis, 95.0, 79.76, 0.583; GCF_900114345.1, s__Microbacterium sp900114345, 95.0, 79.75, 0.594; GCF_000802305.1, s__Microbacterium mangrovi, 95.0, 79.75, 0.576; GCF_004022425.1, s__Microbacterium enclense_A, 95.0, 79.73, 0.501; GCF_005774735.1, s__Microbacterium sp005774735, 95.0, 79.72, 0.547; GCF_003635115.1, s__Microbacterium sp003635115, 95.0, 79.68, 0.539; GCF_008710705.1, s__Microbacterium radiodurans, 95.0, 79.68, 0.539; GCF_014201255.1, s__Microbacterium sp014201255, 95.0, 79.66, 0.546; GCA_017306415.1, s__Microbacterium sp001897105, 95.0, 79.62, 0.613; GCA_016870695.1, s__Microbacterium sp016870695, 95.0, 79.62, 0.403; GCF_013389665.1, s__Microbacterium oleivorans_C, 95.0, 79.59, 0.525; GCA_011620715.1, s__Microbacterium sp011620715, 95.0, 79.55, 0.502; GCF_003095395.1, s__Microbacterium sp003095395, 95.0, 79.54, 0.535; GCF_001652465.1, s__Microbacterium chocolatum, 95.0, 79.53, 0.535; GCF_015277875.1, s__Microbacterium sp900098805, 95.0, 79.49, 0.571; GCF_004135285.1, s__Microbacterium protaetiae, 95.0, 79.48, 0.586; GCF_005347485.1, s__Microbacterium sp005347485, 95.0, 79.47, 0.528; GCA_003248605.1, s__Microbacterium sp003248605, 95.0, 79.46, 0.522; GCF_006715565.1, s__Microbacterium sp006715565, 95.0, 79.41, 0.589; GCF_007828185.1, s__Microbacterium sp007828185, 95.0, 79.39, 0.538; GCF_008727755.1, s__Microbacterium caowuchunii, 95.0, 79.38, 0.543; GCF_013410955.1, s__Microbacterium sp013410955, 95.0, 79.38, 0.568; GCF_014643695.1, s__Microbacterium album, 95.0, 79.36, 0.502; GCF_003850245.1, s__Microbacterium sp003850245, 95.0, 79.36, 0.563; GCF_002812725.1, s__Microbacterium sp002812725, 95.0, 79.31, 0.538; GCF_900100885.1, s__Microbacterium pygmaeum, 95.0, 79.28, 0.597; GCF_014204835.1, s__Microbacterium marinum, 95.0, 79.28, 0.535; GCF_008710745.1, s__Microbacterium rhizomatis, 95.0, 79.25, 0.536; GCF_006715145.1, s__Microbacterium sp006715145, 95.0, 79.24, 0.533; GCF_002812805.1, s__Microbacterium lacus, 95.0, 79.11, 0.459; GCF_013409465.1, s__Microbacterium pumilum, 95.0, 79.09, 0.565; GCF_001620065.1, s__Microbacterium sp001620065, 95.0, 78.97, 0.496; GCA_001898325.1, s__Microbacterium sp001898325, 95.0, 78.87, 0.456; GCF_015565955.1, s__Microbacterium schleiferi, 95.0, 78.82, 0.457; GCA_015654575.1, s__Microbacterium sp015654575, 95.0, 78.72, 0.417; GCA_002313585.1, s__Microbacterium sp002313585, 95.0, 78.64, 0.459; GCA_002703245.1, s__Microbacterium sp002703245, 95.0, 78.63, 0.453; GCA_003476465.1, s__Microbacterium sp003476465, 95.0, 78.62, 0.386; GCF_011761265.1, s__Microbacterium halimionae, 95.0, 77.3, 0.218; GCF_011047135.1, s__Microbacterium endophyticum, 95.0, 77.14, 0.233",81.61,11,0.93632,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
crabs_bin.39,100,3.47,1_good_quality,0.905,14049,289.7482036,3202755,0.55,3340,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JACXVD01;s__,N/A,N/A,N/A,N/A,N/A,GCA_014763545.1,95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JACXVD01;s__JACXVD01 sp014763545,76.73,0.147,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JACXVD01;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,N/A,91.1,11,0.97619,N/A
Tuerk_Half_DAS_TuerkHalves_bin.427,94.39,3.62,1_good_quality,0.921,41770,320.8999597,2584929,0.64,2479,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Beutenbergiaceae;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Beutenbergiaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,87.39,11,0.91155,N/A
old_originals_METABAT__108-contigs,98.46,3.65,1_good_quality,0.896,22950,307.4369352,2615557,0.32,2545,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA10566;s__,N/A,N/A,N/A,N/A,N/A,GCA_017860275.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA10566;s__UBA10566 sp017860275,78.06,0.263,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA10566;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002399025.1, s__UBA10566 sp002399025, 95.0, 79.42, 0.232; GCA_002399565.1, s__UBA10566 sp002399565, 95.0, 79.25, 0.243; GCA_017860255.1, s__UBA10566 sp017860255, 95.0, 78.42, 0.206; GCA_002423895.1, s__UBA10566 sp002423895, 95.0, 78.37, 0.233; GCA_002407855.1, s__UBA10566 sp002407855, 95.0, 78.18, 0.19; GCA_012837565.1, s__UBA10566 sp012837565, 95.0, 77.76, 0.191; GCA_017988355.1, s__UBA10566 sp017988355, 95.0, 77.06, 0.212",94.88,11,0.92265,N/A
Tuerk_Half_DAS_TuerkHalves_bin.314,97.4,3.71,1_good_quality,0.866,18575,311.0168182,2366842,0.29,2200,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,96.33,11,0.69792,N/A
old_originals_METABAT__476-contigs,99.99,3.77,1_good_quality,0.915,46561,382.2588433,6691659,0.44,5343,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides gordonii,GCF_000969825.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides gordonii,97.42,0.822,GCF_000969825.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides gordonii,97.42,0.822,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_905196875.1, s__Parabacteroides sp905196875, 95.0, 86.59, 0.701; GCF_015550595.1, s__Parabacteroides sp900540715, 95.0, 85.45, 0.635; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 84.8, 0.652; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 83.39, 0.545; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 82.89, 0.543; GCF_014647375.1, s__Parabacteroides faecis, 95.0, 82.25, 0.516; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 79.21, 0.341; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 79.21, 0.344; GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 79.21, 0.332; GCF_000156495.1, s__Parabacteroides johnsonii, 95.0, 79.17, 0.319; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 79.15, 0.296; GCF_000154105.1, s__Parabacteroides merdae, 95.0, 79.09, 0.34; GCA_910577325.1, s__Parabacteroides sp910577325, 95.0, 79.06, 0.366; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 79.05, 0.282; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 78.82, 0.291; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 78.78, 0.236; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 78.68, 0.355; GCA_017481945.1, s__Parabacteroides sp017481945, 95.0, 78.58, 0.176; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 78.58, 0.263; GCA_017937385.1, s__Parabacteroides sp017937385, 95.0, 78.52, 0.329; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 78.44, 0.222; GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 78.38, 0.216; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 78.23, 0.237; GCA_017560165.1, s__Parabacteroides sp017560165, 95.0, 78.21, 0.163; GCA_015060925.1, s__Parabacteroides distasonis_B, 95.0, 78.2, 0.194; GCA_000436495.1, s__Parabacteroides faecavium, 95.0, 77.61, 0.179; GCA_900548175.1, s__Parabacteroides sp900548175, 95.0, 77.43, 0.162; GCA_900549585.1, s__Parabacteroides sp900549585, 95.0, 77.35, 0.108; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 77.33, 0.093; GCA_019114945.1, s__Parabacteroides intestinigallinarum, 95.0, 77.11, 0.145; GCA_004562445.1, s__Parabacteroides sp004562445, 95.0, 77.04, 0.152; GCA_019118725.1, s__Parabacteroides intestinavium, 95.0, 76.87, 0.13; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 76.78, 0.083; GCA_900552415.1, s__Parabacteroides intestinipullorum, 95.0, 76.66, 0.143; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 76.64, 0.1196.27",11,N/A,N/A,
Tuerk_Half_DAS_TuerkHalves_bin.349,92.33,4.06,1_good_quality,0.917,20990,303.012425,2308769,0.34,2334,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Moheibacter;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Moheibacter;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,92.75,11,0.928,N/A
crabs_bin.500_sub,99.12,4.17,1_good_quality,0.9,64995,306.0994985,3859280,0.65,3789,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jhaorihella;s__,N/A,N/A,N/A,N/A,N/A,GCF_900108275.1,95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jhaorihella;s__Jhaorihella thermophila,79.84,0.553,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jhaorihella;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,N/A,84.59,11,0.96785,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
old_originals_METABAT__307-contigs,98.77,4.26,1_good_quality,0.89,66537,305.266283,3923282,0.63,3823,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Antricoccaceae;g__Cumulibacter;s__,N/A,N/A,N/A,N/A,N/A,GCF_004382795.1,95,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Antricoccaceae;g__Cumulibacter;s__Cumulibacter soli,91.81,0.871,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Antricoccaceae;g__Cumulibacter;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_900292035.1, s__Cumulibacter sp900292035, 95.0, 78.64, 0.34; GCF_009602465.1, s__Cumulibacter manganitolerans, 95.0, 78.63, 0.339",93.8,11,0.99828,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
